ClaimID,PolicyID,IncidentDate,SettlementDate,TurnaroundDays,ClaimType,ClaimAmount,ClaimStatus,RepudiationReason
CLM-51386,POL-100599,2025-08-16,2025-08-29,13,Windscreen Replacement,6603.68,Approved,
CLM-51387,POL-103548,2025-11-06,,,Hail Damage,38473.31,Repudiated,Fraudulent / Inflated Claim
CLM-51388,POL-100367,2024-12-23,2025-01-17,25,Geyser Burst / Water Damage,86395.89,Settled,
CLM-51389,POL-100121,2025-01-10,,,Third Party Liability,17362.09,Repudiated,Failure to Take Reasonable Precautions
CLM-51390,POL-100612,2025-08-09,2025-08-22,13,Hail Damage,20618.82,Settled,
CLM-51391,POL-102223,2025-03-01,2025-03-13,12,Geyser Burst / Water Damage,29227.22,Settled,
CLM-51392,POL-100572,2024-11-05,2024-11-18,13,Hail Damage,44615.05,Settled,
CLM-51393,POL-104833,2025-08-07,2025-08-26,19,Windscreen Replacement,8487.18,Settled,
CLM-51394,POL-102592,2025-09-28,2025-10-19,21,Vehicle Theft / Hijack,135585.29,Settled,
CLM-51395,POL-104867,2025-04-28,2025-05-25,27,Building Storm Inundation,148450.79,Settled,
CLM-51396,POL-102215,2024-06-19,2024-07-06,17,Machinery Breakdown,170716.43,Settled,
CLM-51397,POL-104799,2024-06-30,2024-07-04,4,Power Surge,13813.11,Settled,
CLM-51398,POL-101150,2025-08-05,2025-08-10,5,Storm / Roof Damage,25355.37,Settled,
CLM-51399,POL-101739,2025-01-22,2025-02-14,23,Hail Damage,122004.0,Settled,
CLM-51400,POL-100145,2025-08-18,2025-09-03,16,Windscreen Replacement,7343.19,Settled,
CLM-51401,POL-103584,2024-10-25,2024-11-07,13,Housebreaking / Theft,92020.23,Settled,
CLM-51402,POL-104009,2025-02-17,2025-03-01,12,Windscreen Replacement,10058.0,Settled,
CLM-51403,POL-102466,2025-03-01,2025-03-06,5,Accidental Damage,35475.93,Settled,
CLM-51404,POL-100074,2025-02-15,,,Cargo Loss in Transit,69524.21,Repudiated,Material Non-Disclosure at Inception
CLM-51405,POL-101092,2025-08-06,2025-08-21,15,Third Party Liability,51784.18,Settled,
CLM-51406,POL-103245,2024-10-24,2024-11-12,19,Storm / Roof Damage,20600.07,Settled,
CLM-51407,POL-103525,2025-04-20,2025-05-02,12,Commercial Fire Damage,661631.13,Settled,
CLM-51408,POL-104604,2024-07-29,,,Vehicle Theft / Hijack,312314.22,Repudiated,Failure to Take Reasonable Precautions
CLM-51409,POL-100570,2025-01-17,2025-02-22,36,Agricultural Machinery Breakdown,56109.82,Settled,
CLM-51410,POL-101398,2025-09-09,2025-09-22,13,Vehicle Collision,55205.8,Settled,
CLM-51411,POL-103337,2025-03-23,2025-04-28,36,Fleet Hail Damage,241410.29,Settled,
CLM-51412,POL-102589,2025-06-08,2025-06-17,9,Hail Damage,31050.71,Settled,
CLM-51413,POL-102776,2025-11-29,2025-12-09,10,Storm / Roof Damage,56950.18,Settled,
CLM-51414,POL-104188,2024-12-23,2024-12-31,8,Geyser Burst / Water Damage,36559.6,Settled,
CLM-51415,POL-104181,2024-07-31,2024-08-17,17,Housebreaking / Theft,145205.92,Settled,
CLM-51416,POL-101713,2025-02-04,2025-02-23,19,Windscreen Replacement,10864.5,Approved,
CLM-51417,POL-102807,2025-10-11,,,Vehicle Theft / Hijack,102538.36,Repudiated,Material Non-Disclosure at Inception
CLM-51418,POL-103437,2024-11-08,2024-12-01,23,Vehicle Theft / Hijack,105423.56,Settled,
CLM-51419,POL-103396,2024-12-31,2025-01-20,20,Geyser Burst / Water Damage,36923.3,Settled,
CLM-51420,POL-100617,2025-10-06,2025-11-04,29,Business Interruption,127959.52,Settled,
CLM-51421,POL-101444,2025-02-24,2025-03-13,17,Geyser Burst / Water Damage,24671.16,Settled,
CLM-51422,POL-104232,2025-02-28,2025-03-25,25,Driver Vehicle Rollover,534717.69,Settled,
CLM-51423,POL-103485,2025-08-19,2025-08-27,8,Vehicle Theft / Hijack,206873.1,Settled,
CLM-51424,POL-101422,2024-04-05,2024-04-24,19,Vehicle Theft / Hijack,151845.52,Settled,
CLM-51425,POL-104800,2025-12-15,,,Fleet Heavy Collision,202665.24,Repudiated,Unlicensed / Unauthorised Driver
CLM-51426,POL-102245,2025-07-27,2025-08-20,24,Driver Vehicle Rollover,392749.74,Settled,
CLM-51427,POL-103493,2025-09-09,2025-09-24,15,Geyser Burst / Water Damage,26921.81,Approved,
CLM-51428,POL-103725,2024-09-25,2024-10-10,15,Windscreen Replacement,13269.08,Settled,
CLM-51429,POL-100771,2025-08-22,2025-10-03,42,Severe Drought / Heat Stress,125937.99,Settled,
CLM-51430,POL-101601,2024-12-20,2025-01-22,33,Geyser Burst / Water Damage,250370.66,Settled,
CLM-51431,POL-103267,2024-02-14,2024-03-01,16,Commercial Fire Damage,231744.17,Settled,
CLM-51432,POL-103917,2024-02-01,2024-02-17,16,Vehicle Theft / Hijack,142840.34,Settled,
CLM-51433,POL-100292,2025-06-15,2025-06-28,13,Vehicle Theft / Hijack,90164.92,Settled,
CLM-51434,POL-101198,2025-03-27,,,Building Storm Inundation,61532.65,Repudiated,Fraudulent / Inflated Claim
CLM-51435,POL-100567,2025-04-30,2025-05-31,31,Crop Hail Damage,209747.57,Approved,
CLM-51436,POL-103656,2025-07-01,2025-07-08,7,Vehicle Theft / Hijack,238779.65,Settled,
CLM-51437,POL-101906,2024-08-20,2024-09-16,27,Business Interruption,114387.03,Settled,
CLM-51438,POL-100009,2024-11-07,2024-11-16,9,Vehicle Collision,30659.07,Settled,
CLM-51439,POL-102773,2025-01-28,,,Storm / Roof Damage,34499.45,Repudiated,Failure to Take Reasonable Precautions
CLM-51440,POL-100289,2024-10-23,2024-11-06,14,Windscreen Replacement,9832.13,Settled,
CLM-51441,POL-100650,2025-09-06,2025-09-19,13,Windscreen Replacement,13871.4,Approved,
CLM-51442,POL-102910,2024-06-21,,,Power Surge,11208.58,Repudiated,Material Non-Disclosure at Inception
CLM-51443,POL-100427,2025-12-23,2026-01-10,18,Storm / Roof Damage,13546.64,Settled,
CLM-51444,POL-101375,2025-04-05,,,Housebreaking / Theft,153108.56,Under Investigation,
CLM-51445,POL-103603,2025-03-06,2025-03-29,23,Housebreaking / Theft,113632.8,Settled,
CLM-51446,POL-100414,2025-12-21,2025-12-29,8,Hail Damage,12649.95,Settled,
CLM-51447,POL-100774,2025-09-04,2025-10-08,34,Fleet Hail Damage,257928.12,Settled,
CLM-51448,POL-100112,2024-10-03,2024-10-07,4,Vehicle Collision,32734.26,Settled,
CLM-51449,POL-104423,2025-08-30,2025-09-22,23,Windscreen Replacement,11096.4,Settled,
CLM-51450,POL-102632,2024-12-28,2025-01-16,19,Storm / Roof Damage,28104.79,Settled,
CLM-51451,POL-104886,2025-10-27,2025-11-13,17,Commercial Fire Damage,261653.96,Settled,
CLM-51452,POL-104892,2025-05-15,,,Storm / Roof Damage,11699.72,Under Investigation,
CLM-51453,POL-101869,2024-07-06,2024-07-15,9,Geyser Burst / Water Damage,19048.27,Settled,
CLM-51454,POL-104616,2025-12-07,2025-12-18,11,Windscreen Replacement,10174.03,Settled,
CLM-51455,POL-100884,2024-05-26,2024-06-19,24,Major Fleet Theft,468616.77,Settled,
CLM-51456,POL-100123,2025-10-31,2025-11-09,9,Windscreen Replacement,12460.59,Settled,
CLM-51457,POL-102671,2025-08-17,2025-09-17,31,Fleet Hail Damage,120925.98,Settled,
CLM-51458,POL-101195,2025-05-11,2025-05-29,18,Accidental Damage,23108.97,Settled,
CLM-51459,POL-103991,2024-10-06,2024-10-26,20,Vehicle Theft / Hijack,128023.29,Settled,
CLM-51460,POL-104462,2024-11-04,,,Storm / Roof Damage,10042.59,Repudiated,Unlicensed / Unauthorised Driver
CLM-51461,POL-101814,2025-09-11,2025-09-30,19,Third Party Liability,22021.9,Approved,
CLM-51462,POL-103929,2024-08-07,2024-08-14,7,Storm / Roof Damage,26661.54,Settled,
CLM-51463,POL-104349,2025-03-29,2025-04-12,14,Power Surge,10094.77,Settled,
CLM-51464,POL-103818,2024-07-24,2024-08-16,23,Cargo Loss in Transit,189900.85,Settled,
CLM-51465,POL-100039,2024-09-18,2024-10-04,16,Vehicle Collision,15672.86,Settled,
CLM-51466,POL-102771,2024-08-13,2024-08-19,6,Hail Damage,49384.57,Settled,
CLM-51467,POL-104339,2025-04-06,2025-05-05,29,Commercial Fire Damage,596374.51,Settled,
CLM-51468,POL-104204,2025-05-08,2025-05-26,18,Third Party Liability,13534.99,Settled,
CLM-51469,POL-101941,2024-12-29,2025-01-14,16,Geyser Burst / Water Damage,48976.05,Settled,
CLM-51470,POL-102301,2025-03-08,2025-03-30,22,Agricultural Machinery Breakdown,174312.99,Settled,
CLM-51471,POL-100111,2025-07-07,2025-07-22,15,Power Surge,8999.41,Settled,
CLM-51472,POL-100947,2025-09-06,2025-09-27,21,Housebreaking / Theft,170390.09,Settled,
CLM-51473,POL-103220,2024-09-15,2024-10-04,19,Business Interruption,76241.57,Approved,
CLM-51474,POL-103456,2025-07-26,,,Third Party Liability,16358.26,Repudiated,Unlicensed / Unauthorised Driver
CLM-51475,POL-102633,2025-09-01,2025-09-12,11,Hail Damage,32396.51,Settled,
CLM-51476,POL-102562,2024-08-17,2024-08-28,11,Third Party Liability,45133.83,Settled,
CLM-51477,POL-104883,2024-12-13,2024-12-23,10,Vehicle Collision,47047.29,Approved,
CLM-51478,POL-100879,2024-10-16,2024-10-27,11,Windscreen Replacement,12011.95,Approved,
CLM-51479,POL-104631,2024-09-20,2024-10-04,14,Geyser Burst / Water Damage,33420.93,Settled,
CLM-51480,POL-104214,2024-09-17,2024-10-20,33,Driver Vehicle Rollover,154900.08,Settled,
CLM-51481,POL-104641,2025-03-01,2025-03-19,18,Third Party Liability,38813.06,Approved,
CLM-51482,POL-102210,2025-06-09,2025-07-06,27,Driver Vehicle Rollover,319620.29,Settled,
CLM-51483,POL-103653,2024-07-13,,,Hail Damage,29333.83,Repudiated,Unlicensed / Unauthorised Driver
CLM-51484,POL-102055,2025-04-11,2025-04-22,11,Third Party Liability,40688.73,Settled,
CLM-51485,POL-103059,2024-05-24,2024-06-14,21,Agricultural Machinery Breakdown,104495.37,Approved,
CLM-51486,POL-102698,2025-05-28,,,Fleet Hail Damage,196176.55,Repudiated,Material Non-Disclosure at Inception
CLM-51487,POL-100065,2025-06-13,2025-06-28,15,Housebreaking / Theft,144763.06,Approved,
CLM-51488,POL-101244,2024-12-28,2025-01-19,22,Vehicle Collision,19392.42,Settled,
CLM-51489,POL-104355,2025-09-21,,,Third Party Liability,45273.6,Repudiated,Failure to Take Reasonable Precautions
CLM-51490,POL-101534,2024-06-06,2024-06-25,19,Vehicle Theft / Hijack,318522.63,Settled,
CLM-51491,POL-104002,2025-02-24,2025-03-08,12,Power Surge,8961.33,Approved,
CLM-51492,POL-104860,2024-04-26,2024-05-04,8,Vehicle Collision,45299.58,Approved,
CLM-51493,POL-102393,2025-05-14,,,Livestock Loss,189501.91,Repudiated,Fraudulent / Inflated Claim
CLM-51494,POL-100009,2024-10-03,2024-10-24,21,Hail Damage,45687.85,Settled,
CLM-51495,POL-104274,2025-08-23,2025-09-01,9,Storm / Roof Damage,36907.65,Settled,
CLM-51496,POL-101403,2024-08-08,,,Accidental Damage,34389.23,Repudiated,Unlicensed / Unauthorised Driver
CLM-51497,POL-100436,2025-07-20,2025-08-05,16,Business Interruption,194255.52,Settled,
CLM-51498,POL-101356,2025-01-21,2025-02-13,23,Geyser Burst / Water Damage,228595.79,Settled,
CLM-51499,POL-100080,2025-09-20,2025-10-05,15,Power Surge,7983.44,Settled,
CLM-51500,POL-103639,2025-01-11,2025-01-31,20,Vehicle Collision,65290.62,Settled,
CLM-51501,POL-103121,2024-06-23,2024-07-11,18,Accidental Damage,19696.19,Settled,
CLM-51502,POL-102489,2025-11-13,2025-11-30,17,Geyser Burst / Water Damage,232879.52,Settled,
CLM-51503,POL-104465,2025-07-01,2025-07-24,23,Cargo Loss in Transit,198371.86,Settled,
CLM-51504,POL-101511,2025-09-04,2025-09-18,14,Third Party Liability,33474.21,Approved,
CLM-51505,POL-101822,2025-10-31,2025-11-20,20,Cargo Loss in Transit,69029.33,Settled,
CLM-51506,POL-104720,2025-03-22,2025-04-04,13,Vehicle Theft / Hijack,261170.55,Settled,
CLM-51507,POL-101303,2025-09-07,2025-10-02,25,Fleet Heavy Collision,141341.12,Settled,
CLM-51508,POL-100418,2025-10-28,2025-11-23,26,Driver Vehicle Rollover,452610.49,Approved,
CLM-51509,POL-100770,2025-05-08,2025-06-11,34,Building Storm Inundation,50703.96,Settled,
CLM-51510,POL-100811,2024-03-25,2024-04-13,19,Geyser Burst / Water Damage,21698.73,Settled,
CLM-51511,POL-101526,2024-09-07,2024-10-01,24,Premises Liability,56941.14,Settled,
CLM-51512,POL-100024,2025-10-22,2025-11-14,23,Agricultural Machinery Breakdown,68382.47,Settled,
CLM-51513,POL-104896,2024-11-22,2024-12-23,31,Hail Damage,45302.42,Approved,
CLM-51514,POL-102659,2025-11-10,2025-12-09,29,Vehicle Collision,248126.99,Settled,
CLM-51515,POL-100511,2024-12-14,,,Vehicle Theft / Hijack,94045.12,Repudiated,Fraudulent / Inflated Claim
CLM-51516,POL-100887,2024-08-30,2024-09-20,21,Driver Vehicle Rollover,420889.55,Settled,
CLM-51517,POL-100904,2025-04-21,,,Hail Damage,31155.01,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51518,POL-104190,2025-10-28,2025-11-21,24,Major Fleet Theft,599636.1,Settled,
CLM-51519,POL-101264,2024-11-29,2024-12-15,16,Vehicle Collision,24595.06,Settled,
CLM-51520,POL-101805,2025-11-10,2025-11-26,16,Third Party Liability,23695.22,Settled,
CLM-51521,POL-100120,2025-03-13,2025-03-27,14,Geyser Burst / Water Damage,24581.78,Approved,
CLM-51522,POL-101463,2025-12-29,2026-02-01,34,Storm / Roof Damage,226401.02,Settled,
CLM-51523,POL-102947,2025-08-22,,,Vehicle Collision,23618.75,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51524,POL-102893,2024-11-19,2024-12-01,12,Geyser Burst / Water Damage,47142.13,Settled,
CLM-51525,POL-102173,2025-09-18,2025-10-01,13,Third Party Liability,45834.95,Approved,
CLM-51526,POL-100561,2025-02-27,,,Third Party Liability,20177.56,Repudiated,Fraudulent / Inflated Claim
CLM-51527,POL-100051,2025-02-10,,,Major Fleet Theft,566653.35,Under Investigation,
CLM-51528,POL-101543,2024-04-22,2024-04-30,8,Accidental Damage,13096.54,Settled,
CLM-51529,POL-103757,2025-02-15,2025-02-27,12,Third Party Liability,39934.76,Settled,
CLM-51530,POL-101419,2025-06-26,,,Vehicle Collision,57395.19,Repudiated,Material Non-Disclosure at Inception
CLM-51531,POL-101165,2025-05-18,2025-05-29,11,Accidental Damage,11260.75,Settled,
CLM-51532,POL-101440,2025-04-20,2025-05-03,13,Vehicle Collision,23527.71,Approved,
CLM-51533,POL-103391,2024-11-14,2024-11-26,12,Geyser Burst / Water Damage,14174.55,Settled,
CLM-51534,POL-101977,2025-10-27,2025-11-28,32,Machinery Breakdown,141365.28,Settled,
CLM-51535,POL-102266,2025-02-02,2025-02-06,4,Accidental Damage,16804.85,Approved,
CLM-51536,POL-100224,2025-05-03,2025-05-26,23,Farm Property Fire,359348.8,Settled,
CLM-51537,POL-102096,2025-01-13,2025-01-22,9,Hail Damage,41174.41,Settled,
CLM-51538,POL-102325,2025-05-14,,,Third Party Liability,13275.66,Repudiated,Fraudulent / Inflated Claim
CLM-51539,POL-102683,2024-09-29,2024-10-29,30,Severe Drought / Heat Stress,135086.46,Settled,
CLM-51540,POL-100895,2024-05-06,2024-05-18,12,Third Party Liability,23829.16,Settled,
CLM-51541,POL-104874,2025-06-15,2025-06-24,9,Accidental Damage,13558.41,Settled,
CLM-51542,POL-102144,2024-12-01,2024-12-26,25,Hail Damage,110089.96,Settled,
CLM-51543,POL-104295,2025-05-08,2025-06-21,44,Severe Drought / Heat Stress,77662.02,Settled,
CLM-51544,POL-102504,2024-08-12,2024-08-19,7,Accidental Damage,23880.71,Settled,
CLM-51545,POL-101870,2025-06-29,2025-07-20,21,Vehicle Theft / Hijack,292778.59,Approved,
CLM-51546,POL-104005,2025-03-06,2025-04-06,31,Crop Hail Damage,35322.28,Settled,
CLM-51547,POL-103719,2025-09-13,2025-09-24,11,Accidental Damage,36806.3,Settled,
CLM-51548,POL-101139,2025-02-22,2025-03-02,8,Third Party Liability,21933.47,Settled,
CLM-51549,POL-102107,2025-09-14,2025-09-26,12,Vehicle Collision,39954.22,Settled,
CLM-51550,POL-102794,2025-09-24,2025-10-10,16,Vehicle Theft / Hijack,218946.9,Settled,
CLM-51551,POL-104761,2024-04-14,2024-05-08,24,Cargo Loss in Transit,113093.15,Settled,
CLM-51552,POL-104005,2025-07-17,2025-08-09,23,Crop Hail Damage,206016.62,Settled,
CLM-51553,POL-104715,2024-12-22,2025-01-08,17,Geyser Burst / Water Damage,38308.2,Settled,
CLM-51554,POL-101340,2025-12-22,2025-12-29,7,Geyser Burst / Water Damage,21622.87,Approved,
CLM-51555,POL-103045,2025-05-18,2025-05-28,10,Accidental Damage,26462.36,Settled,
CLM-51556,POL-104581,2025-04-24,2025-05-08,14,Hail Damage,25352.87,Settled,
CLM-51557,POL-100257,2024-10-23,2024-11-13,21,Geyser Burst / Water Damage,32893.76,Settled,
CLM-51558,POL-103881,2025-06-05,2025-06-22,17,Storm / Roof Damage,37756.42,Approved,
CLM-51559,POL-103834,2025-03-31,2025-04-10,10,Vehicle Collision,57214.8,Settled,
CLM-51560,POL-103910,2025-12-09,2026-01-21,43,Hail Damage,114818.63,Settled,
CLM-51561,POL-102862,2025-12-18,2025-12-29,11,Vehicle Collision,47870.58,Settled,
CLM-51562,POL-100266,2025-05-01,2025-05-18,17,Livestock Loss,105340.23,Approved,
CLM-51563,POL-101755,2025-07-24,,,Premises Liability,187764.24,Repudiated,Fraudulent / Inflated Claim
CLM-51564,POL-100173,2025-07-28,2025-08-13,16,Vehicle Collision,31748.47,Settled,
CLM-51565,POL-102370,2025-01-11,2025-01-26,15,Fleet Heavy Collision,284971.45,Settled,
CLM-51566,POL-104284,2025-06-05,2025-07-20,45,Severe Drought / Heat Stress,49012.66,Settled,
CLM-51567,POL-103621,2025-05-11,2025-05-21,10,Vehicle Theft / Hijack,143267.82,Settled,
CLM-51568,POL-102109,2024-06-23,2024-07-06,13,Vehicle Collision,51514.53,Settled,
CLM-51569,POL-103749,2025-12-29,2026-01-05,7,Vehicle Collision,29711.62,Settled,
CLM-51570,POL-104068,2025-10-22,2025-11-19,28,Cargo Loss in Transit,302355.76,Settled,
CLM-51571,POL-104997,2024-10-29,,,Livestock Loss,87942.2,Repudiated,Material Non-Disclosure at Inception
CLM-51572,POL-104960,2024-04-25,,,Third Party Liability,25441.36,Repudiated,Fraudulent / Inflated Claim
CLM-51573,POL-102961,2024-12-16,,,Storm / Roof Damage,11505.63,Repudiated,Material Non-Disclosure at Inception
CLM-51574,POL-102372,2024-11-16,,,Vehicle Collision,26759.79,Repudiated,Fraudulent / Inflated Claim
CLM-51575,POL-104816,2025-06-05,2025-07-02,27,Farm Property Fire,443091.7,Settled,
CLM-51576,POL-102179,2024-11-18,2024-12-07,19,Major Fleet Theft,547359.21,Settled,
CLM-51577,POL-100021,2024-10-07,2024-10-25,18,Crop Hail Damage,195790.49,Approved,
CLM-51578,POL-103147,2024-10-20,2024-10-25,5,Vehicle Collision,45422.91,Settled,
CLM-51579,POL-102660,2024-07-12,2024-07-25,13,Power Surge,9636.45,Approved,
CLM-51580,POL-104468,2024-05-28,2024-06-21,24,Building Storm Inundation,70388.35,Approved,
CLM-51581,POL-101759,2024-08-18,,,Windscreen Replacement,12427.15,Under Investigation,
CLM-51582,POL-101278,2025-01-21,2025-02-12,22,Geyser Burst / Water Damage,15834.45,Approved,
CLM-51583,POL-103508,2025-01-13,,,Business Interruption,128940.31,Under Investigation,
CLM-51584,POL-103932,2025-08-29,,,Housebreaking / Theft,167884.91,Under Investigation,
CLM-51585,POL-102745,2025-01-16,2025-02-01,16,Geyser Burst / Water Damage,23480.34,Settled,
CLM-51586,POL-104223,2025-04-17,2025-05-05,18,Vehicle Collision,30459.9,Settled,
CLM-51587,POL-100913,2025-04-25,,,Storm / Roof Damage,40797.91,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51588,POL-101350,2024-11-21,,,Machinery Breakdown,93430.33,Under Investigation,
CLM-51589,POL-101715,2024-04-14,2024-05-02,18,Power Surge,6919.83,Settled,
CLM-51590,POL-104094,2024-04-17,2024-05-13,26,Machinery Breakdown,139982.78,Settled,
CLM-51591,POL-103995,2025-04-19,2025-04-28,9,Vehicle Theft / Hijack,184400.01,Settled,
CLM-51592,POL-102520,2024-09-21,2024-10-03,12,Vehicle Theft / Hijack,157645.17,Settled,
CLM-51593,POL-104360,2025-03-07,2025-04-06,30,Commercial Fire Damage,360748.82,Settled,
CLM-51594,POL-101433,2024-09-23,2024-10-06,13,Vehicle Collision,23342.44,Settled,
CLM-51595,POL-100613,2024-12-08,2025-01-08,31,Geyser Burst / Water Damage,140700.25,Settled,
CLM-51596,POL-103591,2024-09-15,2024-09-25,10,Vehicle Theft / Hijack,280017.06,Settled,
CLM-51597,POL-103270,2024-11-30,2024-12-11,11,Accidental Damage,16135.34,Settled,
CLM-51598,POL-100183,2025-09-03,2025-09-19,16,Commercial Fire Damage,501455.5,Settled,
CLM-51599,POL-101575,2024-10-24,2024-11-28,35,Crop Hail Damage,162885.7,Settled,
CLM-51600,POL-104016,2025-07-07,,,Vehicle Collision,49514.71,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51601,POL-103683,2025-09-07,2025-10-04,27,Farm Property Fire,402073.19,Settled,
CLM-51602,POL-102759,2024-06-19,2024-07-02,13,Housebreaking / Theft,161428.73,Settled,
CLM-51603,POL-104814,2025-09-07,2025-10-08,31,Livestock Loss,187809.89,Settled,
CLM-51604,POL-100626,2025-03-06,2025-04-07,32,Major Fleet Theft,621417.63,Settled,
CLM-51605,POL-102044,2025-06-14,,,Commercial Fire Damage,248999.18,Under Investigation,
CLM-51606,POL-101906,2024-10-01,,,Machinery Breakdown,99821.0,Repudiated,Unlicensed / Unauthorised Driver
CLM-51607,POL-103171,2024-07-07,2024-07-18,11,Fleet Hail Damage,172914.53,Settled,
CLM-51608,POL-102962,2025-10-06,2025-10-21,15,Power Surge,13871.31,Settled,
CLM-51609,POL-100306,2025-07-27,2025-08-08,12,Vehicle Theft / Hijack,111300.27,Settled,
CLM-51610,POL-101629,2024-10-28,2024-11-17,20,Accidental Damage,15133.38,Settled,
CLM-51611,POL-102707,2025-01-15,2025-01-28,13,Vehicle Collision,26427.51,Settled,
CLM-51612,POL-100212,2025-03-31,2025-05-09,39,Farm Property Fire,268710.55,Settled,
CLM-51613,POL-103117,2024-10-08,2024-11-05,28,Fleet Hail Damage,83511.29,Approved,
CLM-51614,POL-104981,2024-07-28,,,Vehicle Theft / Hijack,140112.31,Repudiated,Unlicensed / Unauthorised Driver
CLM-51615,POL-101472,2024-11-07,2024-12-01,24,Cargo Loss in Transit,194840.29,Settled,
CLM-51616,POL-100169,2025-08-16,2025-09-15,30,Commercial Fire Damage,514490.41,Settled,
CLM-51617,POL-100957,2024-08-15,2024-08-23,8,Windscreen Replacement,6043.61,Settled,
CLM-51618,POL-103208,2024-04-18,2024-05-14,26,Driver Vehicle Rollover,281578.38,Settled,
CLM-51619,POL-101210,2025-05-29,,,Business Interruption,60638.77,Repudiated,Fraudulent / Inflated Claim
CLM-51620,POL-100022,2024-03-03,2024-03-22,19,Agricultural Machinery Breakdown,154486.06,Settled,
CLM-51621,POL-103775,2024-11-01,2024-11-22,21,Storm / Roof Damage,174622.13,Settled,
CLM-51622,POL-102575,2025-08-06,2025-09-07,32,Fleet Heavy Collision,91941.59,Approved,
CLM-51623,POL-102129,2024-10-15,2024-10-21,6,Vehicle Collision,35689.31,Settled,
CLM-51624,POL-100103,2025-07-04,2025-07-13,9,Third Party Liability,12739.63,Settled,
CLM-51625,POL-101849,2025-07-30,2025-08-11,12,Geyser Burst / Water Damage,36762.59,Settled,
CLM-51626,POL-100960,2024-12-02,2024-12-25,23,Storm / Roof Damage,202937.37,Settled,
CLM-51627,POL-104416,2025-04-07,2025-05-07,30,Fleet Hail Damage,110172.56,Approved,
CLM-51628,POL-100902,2024-09-26,2024-10-30,34,Fleet Heavy Collision,139347.87,Settled,
CLM-51629,POL-100188,2025-06-28,2025-07-12,14,Vehicle Collision,56288.42,Settled,
CLM-51630,POL-103600,2024-07-31,2024-08-17,17,Hail Damage,43529.41,Settled,
CLM-51631,POL-102953,2025-12-24,,,Premises Liability,120411.13,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51632,POL-102280,2025-04-13,,,Major Fleet Theft,467373.69,Repudiated,Unlicensed / Unauthorised Driver
CLM-51633,POL-101468,2024-09-05,,,Vehicle Collision,22308.23,Repudiated,Material Non-Disclosure at Inception
CLM-51634,POL-102214,2025-10-08,2025-10-21,13,Storm / Roof Damage,32751.6,Settled,
CLM-51635,POL-101027,2025-10-31,2025-11-20,20,Farm Property Fire,129760.82,Settled,
CLM-51636,POL-104894,2025-08-30,2025-09-10,11,Vehicle Collision,41865.28,Settled,
CLM-51637,POL-103395,2024-12-16,2024-12-28,12,Storm / Roof Damage,52279.36,Settled,
CLM-51638,POL-104800,2025-09-18,2025-10-04,16,Cargo Loss in Transit,272519.87,Approved,
CLM-51639,POL-100196,2025-04-03,,,Cargo Loss in Transit,127394.92,Under Investigation,
CLM-51640,POL-101591,2025-10-10,,,Vehicle Collision,34540.34,Repudiated,Unlicensed / Unauthorised Driver
CLM-51641,POL-102729,2025-03-21,2025-04-10,20,Fleet Hail Damage,274533.93,Settled,
CLM-51642,POL-101707,2025-06-16,2025-06-28,12,Housebreaking / Theft,74598.45,Settled,
CLM-51643,POL-102313,2025-07-14,,,Storm / Roof Damage,20968.28,Repudiated,Fraudulent / Inflated Claim
CLM-51644,POL-104650,2024-10-21,2024-11-13,23,Fleet Heavy Collision,214918.58,Settled,
CLM-51645,POL-103176,2024-08-18,2024-09-23,36,Premises Liability,196035.58,Settled,
CLM-51646,POL-103539,2024-07-05,2024-07-13,8,Power Surge,5607.91,Settled,
CLM-51647,POL-104594,2025-07-22,2025-08-18,27,Fleet Heavy Collision,121520.51,Approved,
CLM-51648,POL-102170,2025-07-10,2025-08-07,28,Severe Drought / Heat Stress,165130.05,Settled,
CLM-51649,POL-104008,2025-11-15,2025-11-29,14,Hail Damage,10076.81,Settled,
CLM-51650,POL-103874,2024-11-05,2024-11-28,23,Commercial Fire Damage,218870.4,Settled,
