PolicyID,InceptionDate,ExpiryDate,ClassID,RegionID,AnnualPremium,PolicyStatus,BrokerChannel
POL-101646,2024-05-13,2025-05-13,2,2,17429.83,Active,Corporate Intermediary
POL-101647,2025-01-15,2026-01-15,1,4,14125.53,Active,Direct Digital
POL-101648,2024-04-18,2025-04-18,1,4,21778.43,Active,Independent Broker
POL-101649,2024-07-14,2025-07-14,1,5,16910.62,Active,Affinity Partner
POL-101650,2024-12-17,2025-12-17,2,6,13743.94,Active,Independent Broker
POL-101651,2024-06-06,2025-06-06,1,1,12743.99,Active,Direct Digital
POL-101652,2024-12-21,2025-12-21,2,2,15892.13,Active,Independent Broker
POL-101653,2025-05-09,2026-05-09,2,3,20052.39,Active,Direct Digital
POL-101654,2024-10-07,2025-10-07,4,1,145965.81,Lapsed,Direct Digital
POL-101655,2024-07-13,2025-07-13,5,2,134154.4,Active,Independent Broker
POL-101656,2024-03-17,2025-03-17,1,2,21911.94,Active,Corporate Intermediary
POL-101657,2025-02-14,2026-02-14,4,1,125696.53,Active,Independent Broker
POL-101658,2024-01-10,2025-01-09,3,2,101450.5,Active,Direct Digital
POL-101659,2024-08-13,2025-08-13,2,5,10905.5,Active,Direct Digital
POL-101660,2024-08-31,2025-08-31,2,1,16026.69,Lapsed,Direct Digital
POL-101661,2024-05-16,2025-05-16,1,1,20135.58,Active,Corporate Intermediary
POL-101662,2024-04-28,2025-04-28,1,4,15298.38,Active,Independent Broker
POL-101663,2024-03-26,2025-03-26,5,3,94886.49,Active,Corporate Intermediary
POL-101664,2024-10-28,2025-10-28,2,1,15838.18,Active,Independent Broker
POL-101665,2024-10-13,2025-10-13,1,1,25534.32,Active,Affinity Partner
POL-101666,2024-04-18,2025-04-18,5,6,166979.62,Lapsed,Direct Digital
POL-101667,2024-07-30,2025-07-30,2,1,11674.83,Active,Independent Broker
POL-101668,2025-02-08,2026-02-08,1,2,13400.26,Active,Independent Broker
POL-101669,2025-05-05,2026-05-05,1,3,12576.82,Active,Corporate Intermediary
POL-101670,2024-07-12,2025-07-12,3,3,153315.9,Active,Direct Digital
POL-101671,2024-11-13,2025-11-13,1,1,23006.99,Active,Direct Digital
POL-101672,2024-05-26,2025-05-26,1,2,13622.16,Lapsed,Affinity Partner
POL-101673,2024-04-12,2025-04-12,5,3,73339.52,Active,Direct Digital
POL-101674,2024-04-12,2025-04-12,2,2,7485.88,Active,Corporate Intermediary
POL-101675,2024-02-14,2025-02-13,1,1,22229.93,Active,Affinity Partner
POL-101676,2024-01-14,2025-01-13,1,1,18494.87,Active,Corporate Intermediary
POL-101677,2024-03-28,2025-03-28,1,1,17478.98,Active,Independent Broker
POL-101678,2024-06-16,2025-06-16,2,2,13808.94,Active,Independent Broker
POL-101679,2024-09-30,2025-09-30,4,3,105153.5,Active,Direct Digital
POL-101680,2024-10-30,2025-10-30,1,3,24137.89,Active,Direct Digital
POL-101681,2024-08-17,2025-08-17,1,1,16605.02,Active,Independent Broker
POL-101682,2024-08-19,2025-08-19,4,2,243257.74,Active,Affinity Partner
POL-101683,2025-05-18,2026-05-18,1,1,13282.17,Lapsed,Direct Digital
POL-101684,2024-03-19,2025-03-19,4,2,103995.99,Lapsed,Affinity Partner
POL-101685,2024-02-14,2025-02-13,4,1,118626.61,Active,Independent Broker
POL-101686,2025-03-11,2026-03-11,1,4,20869.44,Active,Direct Digital
POL-101687,2024-04-16,2025-04-16,1,3,20452.4,Lapsed,Corporate Intermediary
POL-101688,2024-03-19,2025-03-19,1,1,22355.66,Active,Direct Digital
POL-101689,2025-04-02,2026-04-02,5,2,188490.46,Active,Independent Broker
POL-101690,2024-10-12,2025-10-12,1,1,14898.08,Active,Corporate Intermediary
POL-101691,2024-12-27,2025-12-27,2,3,13048.88,Active,Independent Broker
POL-101692,2024-12-07,2025-12-07,1,4,24714.32,Active,Independent Broker
POL-101693,2025-05-19,2026-05-19,3,3,138925.7,Active,Independent Broker
POL-101694,2025-03-07,2026-03-07,3,3,133637.92,Active,Direct Digital
POL-101695,2024-03-30,2025-03-30,1,2,9647.0,Cancelled,Direct Digital
POL-101696,2025-04-30,2026-04-30,1,1,10577.07,Active,Corporate Intermediary
POL-101697,2024-05-22,2025-05-22,2,2,9189.14,Active,Affinity Partner
POL-101698,2025-03-07,2026-03-07,1,1,23176.28,Active,Direct Digital
POL-101699,2024-05-26,2025-05-26,2,6,7563.59,Cancelled,Independent Broker
POL-101700,2024-04-18,2025-04-18,4,3,93073.72,Active,Corporate Intermediary
POL-101701,2024-01-31,2025-01-30,1,2,11916.95,Active,Direct Digital
POL-101702,2025-03-02,2026-03-02,1,7,12591.76,Active,Independent Broker
POL-101703,2024-11-02,2025-11-02,3,2,127261.78,Active,Independent Broker
POL-101704,2024-01-14,2025-01-13,2,1,9351.25,Lapsed,Direct Digital
POL-101705,2024-06-26,2025-06-26,3,1,43282.37,Active,Independent Broker
POL-101706,2025-04-10,2026-04-10,3,6,139883.15,Lapsed,Independent Broker
POL-101707,2024-08-20,2025-08-20,2,1,10951.22,Active,Independent Broker
POL-101708,2024-05-08,2025-05-08,5,1,118068.41,Active,Independent Broker
POL-101709,2024-03-20,2025-03-20,4,2,191966.98,Active,Independent Broker
POL-101710,2025-01-24,2026-01-24,1,1,22774.76,Active,Direct Digital
POL-101711,2024-04-21,2025-04-21,1,1,15548.31,Active,Independent Broker
POL-101712,2024-09-02,2025-09-02,2,1,14673.64,Active,Independent Broker
POL-101713,2024-11-12,2025-11-12,1,3,12908.31,Lapsed,Direct Digital
POL-101714,2024-03-28,2025-03-28,3,3,47295.2,Cancelled,Independent Broker
POL-101715,2024-02-19,2025-02-18,2,1,20220.43,Active,Independent Broker
POL-101716,2024-10-16,2025-10-16,2,3,9889.4,Active,Independent Broker
POL-101717,2024-05-12,2025-05-12,4,5,98858.06,Active,Independent Broker
POL-101718,2024-04-13,2025-04-13,3,7,59722.03,Active,Independent Broker
POL-101719,2024-02-08,2025-02-07,2,1,9291.22,Active,Corporate Intermediary
POL-101720,2024-04-05,2025-04-05,5,1,200348.35,Active,Independent Broker
POL-101721,2024-06-13,2025-06-13,3,3,159088.91,Active,Independent Broker
POL-101722,2024-12-15,2025-12-15,2,1,11878.49,Active,Corporate Intermediary
POL-101723,2025-03-17,2026-03-17,1,6,22296.47,Active,Direct Digital
POL-101724,2024-03-17,2025-03-17,1,3,19895.75,Active,Corporate Intermediary
POL-101725,2024-05-26,2025-05-26,5,1,143013.13,Cancelled,Corporate Intermediary
POL-101726,2024-03-30,2025-03-30,3,1,95667.33,Active,Direct Digital
POL-101727,2024-03-10,2025-03-10,2,3,12213.93,Active,Direct Digital
POL-101728,2025-04-16,2026-04-16,1,2,25647.13,Active,Independent Broker
POL-101729,2024-05-23,2025-05-23,1,3,17607.45,Active,Direct Digital
POL-101730,2025-02-22,2026-02-22,4,5,106601.14,Active,Corporate Intermediary
POL-101731,2024-11-17,2025-11-17,2,1,16614.37,Active,Direct Digital
POL-101732,2024-02-13,2025-02-12,4,4,88979.38,Active,Independent Broker
POL-101733,2024-01-09,2025-01-08,1,1,14366.83,Active,Independent Broker
POL-101734,2024-03-15,2025-03-15,1,2,23936.21,Active,Independent Broker
POL-101735,2025-04-24,2026-04-24,4,3,295531.0,Active,Direct Digital
POL-101736,2024-04-20,2025-04-20,2,7,13176.98,Active,Direct Digital
POL-101737,2024-12-16,2025-12-16,4,3,127095.62,Active,Direct Digital
POL-101738,2025-04-10,2026-04-10,1,3,12154.15,Active,Independent Broker
POL-101739,2024-11-23,2025-11-23,3,1,158561.67,Active,Direct Digital
POL-101740,2025-01-05,2026-01-05,2,2,10145.21,Active,Direct Digital
POL-101741,2025-03-09,2026-03-09,1,1,20025.27,Active,Direct Digital
POL-101742,2025-02-18,2026-02-18,1,1,23929.92,Active,Independent Broker
POL-101743,2024-08-07,2025-08-07,4,1,120099.18,Active,Corporate Intermediary
POL-101744,2025-03-14,2026-03-14,2,7,11297.29,Active,Affinity Partner
POL-101745,2025-05-08,2026-05-08,3,3,123282.0,Active,Independent Broker
POL-101746,2024-12-29,2025-12-29,4,3,170338.8,Active,Corporate Intermediary
POL-101747,2024-07-22,2025-07-22,1,6,20554.58,Active,Independent Broker
POL-101748,2024-11-20,2025-11-20,1,1,24302.62,Lapsed,Independent Broker
POL-101749,2024-11-20,2025-11-20,1,5,16264.74,Active,Direct Digital
POL-101750,2025-04-06,2026-04-06,1,4,16968.99,Cancelled,Direct Digital
POL-101751,2024-08-11,2025-08-11,5,1,121429.94,Active,Direct Digital
POL-101752,2025-01-21,2026-01-21,1,2,13040.11,Active,Independent Broker
POL-101753,2024-01-15,2025-01-14,2,2,7423.44,Lapsed,Independent Broker
POL-101754,2024-05-07,2025-05-07,4,3,233983.36,Active,Independent Broker
POL-101755,2024-12-26,2025-12-26,3,2,103734.04,Active,Direct Digital
POL-101756,2024-06-29,2025-06-29,2,2,12349.08,Active,Direct Digital
POL-101757,2025-03-22,2026-03-22,2,1,18862.26,Active,Independent Broker
POL-101758,2024-10-17,2025-10-17,4,4,304785.88,Lapsed,Direct Digital
POL-101759,2024-03-30,2025-03-30,1,1,20253.84,Active,Independent Broker
POL-101760,2025-05-23,2026-05-23,5,7,156050.37,Active,Independent Broker
POL-101761,2025-05-30,2026-05-30,3,1,120789.8,Active,Direct Digital
POL-101762,2025-04-10,2026-04-10,3,2,55511.13,Active,Affinity Partner
POL-101763,2024-12-25,2025-12-25,2,2,19730.31,Active,Corporate Intermediary
POL-101764,2025-02-09,2026-02-09,1,2,22428.02,Active,Direct Digital
POL-101765,2024-09-27,2025-09-27,2,2,16491.55,Active,Affinity Partner
POL-101766,2024-02-03,2025-02-02,1,1,12115.36,Active,Corporate Intermediary
POL-101767,2024-11-21,2025-11-21,2,1,20436.42,Cancelled,Direct Digital
POL-101768,2025-02-04,2026-02-04,1,4,20168.72,Active,Corporate Intermediary
POL-101769,2025-03-15,2026-03-15,1,4,16002.75,Active,Independent Broker
POL-101770,2024-11-21,2025-11-21,3,1,93613.39,Active,Corporate Intermediary
POL-101771,2025-05-31,2026-05-31,1,4,19061.71,Active,Corporate Intermediary
POL-101772,2024-09-23,2025-09-23,3,1,153946.64,Active,Direct Digital
POL-101773,2025-03-23,2026-03-23,1,4,22228.53,Active,Independent Broker
POL-101774,2024-03-21,2025-03-21,3,2,44984.21,Active,Affinity Partner
POL-101775,2025-01-01,2026-01-01,1,1,20301.37,Active,Direct Digital
POL-101776,2024-09-08,2025-09-08,5,7,187206.56,Active,Direct Digital
POL-101777,2024-02-22,2025-02-21,2,1,20102.67,Active,Independent Broker
POL-101778,2024-04-15,2025-04-15,1,2,24806.06,Active,Direct Digital
POL-101779,2024-09-25,2025-09-25,1,1,10869.06,Active,Affinity Partner
POL-101780,2024-07-31,2025-07-31,2,1,13976.31,Active,Direct Digital
POL-101781,2024-03-19,2025-03-19,1,5,16486.48,Lapsed,Independent Broker
POL-101782,2025-04-06,2026-04-06,1,1,14499.58,Lapsed,Independent Broker
POL-101783,2024-02-02,2025-02-01,1,2,25897.33,Active,Independent Broker
POL-101784,2024-01-06,2025-01-05,1,3,21763.83,Lapsed,Direct Digital
POL-101785,2024-01-31,2025-01-30,3,1,103123.4,Active,Direct Digital
POL-101786,2025-01-08,2026-01-08,1,1,10083.76,Active,Direct Digital
POL-101787,2024-05-09,2025-05-09,1,1,17497.83,Lapsed,Independent Broker
POL-101788,2024-10-28,2025-10-28,2,6,18364.36,Active,Affinity Partner
POL-101789,2024-07-16,2025-07-16,1,1,12845.17,Active,Independent Broker
POL-101790,2025-02-06,2026-02-06,1,3,22607.71,Active,Direct Digital
POL-101791,2024-07-29,2025-07-29,5,3,123690.18,Active,Independent Broker
POL-101792,2024-10-05,2025-10-05,2,4,8684.32,Active,Direct Digital
POL-101793,2024-12-27,2025-12-27,2,4,18506.92,Active,Corporate Intermediary
POL-101794,2025-06-07,2026-06-07,1,3,16320.86,Active,Corporate Intermediary
POL-101795,2024-12-26,2025-12-26,2,1,8782.17,Active,Independent Broker
POL-101796,2024-07-09,2025-07-09,2,1,8202.44,Active,Independent Broker
POL-101797,2024-11-17,2025-11-17,1,1,14824.86,Active,Independent Broker
POL-101798,2025-04-21,2026-04-21,3,2,148051.79,Active,Independent Broker
POL-101799,2024-08-05,2025-08-05,3,1,54144.58,Active,Independent Broker
POL-101800,2024-03-17,2025-03-17,3,4,91766.52,Active,Independent Broker
POL-101801,2024-11-23,2025-11-23,1,1,10414.42,Active,Direct Digital
POL-101802,2024-10-08,2025-10-08,2,1,8912.48,Active,Independent Broker
POL-101803,2025-01-27,2026-01-27,1,3,9948.81,Active,Corporate Intermediary
POL-101804,2024-01-05,2025-01-04,2,1,9008.6,Cancelled,Direct Digital
POL-101805,2025-06-24,2026-06-24,1,2,20174.32,Active,Direct Digital
POL-101806,2025-03-01,2026-03-01,5,1,96694.5,Active,Independent Broker
POL-101807,2024-11-16,2025-11-16,3,4,47554.59,Active,Affinity Partner
POL-101808,2025-05-20,2026-05-20,4,1,281553.53,Lapsed,Direct Digital
POL-101809,2024-08-17,2025-08-17,1,1,11875.24,Cancelled,Corporate Intermediary
POL-101810,2025-03-22,2026-03-22,1,1,11043.47,Active,Corporate Intermediary
POL-101811,2024-01-06,2025-01-05,4,1,138623.48,Active,Direct Digital
POL-101812,2024-11-07,2025-11-07,1,1,15001.0,Active,Corporate Intermediary
POL-101813,2024-10-03,2025-10-03,4,1,301590.31,Active,Direct Digital
POL-101814,2024-11-22,2025-11-22,1,7,19179.74,Active,Corporate Intermediary
POL-101815,2025-04-02,2026-04-02,4,1,202832.11,Active,Independent Broker
POL-101816,2025-05-16,2026-05-16,2,2,17862.49,Active,Direct Digital
POL-101817,2024-10-30,2025-10-30,5,1,110011.65,Active,Direct Digital
POL-101818,2024-07-29,2025-07-29,4,1,93410.38,Active,Direct Digital
POL-101819,2024-08-09,2025-08-09,2,2,9793.26,Active,Direct Digital
POL-101820,2025-06-24,2026-06-24,3,2,131737.58,Active,Independent Broker
POL-101821,2024-06-06,2025-06-06,3,1,149866.78,Active,Independent Broker
POL-101822,2025-04-08,2026-04-08,4,3,124740.08,Active,Direct Digital
POL-101823,2025-03-09,2026-03-09,1,5,14637.21,Active,Independent Broker
POL-101824,2024-05-30,2025-05-30,2,1,17481.36,Active,Corporate Intermediary
POL-101825,2024-07-10,2025-07-10,1,1,17410.34,Active,Independent Broker
POL-101826,2024-05-01,2025-05-01,3,1,83822.37,Active,Independent Broker
POL-101827,2025-03-17,2026-03-17,3,2,48272.53,Active,Direct Digital
POL-101828,2025-01-26,2026-01-26,5,2,82968.38,Active,Direct Digital
POL-101829,2024-10-09,2025-10-09,3,3,100246.71,Active,Independent Broker
POL-101830,2024-09-11,2025-09-11,1,1,11489.08,Lapsed,Independent Broker
POL-101831,2024-09-01,2025-09-01,1,3,11256.92,Active,Independent Broker
POL-101832,2025-02-18,2026-02-18,2,2,8598.0,Active,Corporate Intermediary
POL-101833,2024-10-01,2025-10-01,3,1,62181.44,Active,Independent Broker
POL-101834,2024-10-21,2025-10-21,5,1,66021.24,Active,Independent Broker
POL-101835,2025-05-03,2026-05-03,5,1,194935.87,Active,Direct Digital
POL-101836,2024-03-12,2025-03-12,1,1,15047.35,Active,Affinity Partner
POL-101837,2025-04-30,2026-04-30,2,2,7487.41,Cancelled,Corporate Intermediary
POL-101838,2024-06-23,2025-06-23,4,7,284006.97,Active,Affinity Partner
POL-101839,2024-01-02,2025-01-01,3,1,97763.05,Active,Direct Digital
POL-101840,2024-10-24,2025-10-24,1,3,17851.6,Active,Corporate Intermediary
POL-101841,2024-04-12,2025-04-12,2,6,11832.35,Active,Independent Broker
POL-101842,2024-09-20,2025-09-20,4,3,137116.53,Active,Corporate Intermediary
POL-101843,2024-11-04,2025-11-04,5,2,201533.31,Active,Corporate Intermediary
POL-101844,2025-05-10,2026-05-10,1,1,20846.86,Active,Direct Digital
POL-101845,2025-02-24,2026-02-24,1,4,25903.03,Active,Direct Digital
POL-101846,2025-03-17,2026-03-17,2,1,17472.24,Active,Affinity Partner
POL-101847,2024-04-20,2025-04-20,2,4,16567.46,Lapsed,Independent Broker
POL-101848,2025-06-23,2026-06-23,1,1,24529.37,Active,Independent Broker
POL-101849,2025-03-03,2026-03-03,2,1,9829.9,Active,Independent Broker
POL-101850,2024-05-05,2025-05-05,2,2,15019.94,Active,Independent Broker
POL-101851,2024-04-22,2025-04-22,1,3,24806.62,Active,Independent Broker
POL-101852,2025-06-19,2026-06-19,2,4,14902.34,Active,Independent Broker
POL-101853,2024-03-07,2025-03-07,2,1,13463.24,Active,Corporate Intermediary
POL-101854,2024-05-06,2025-05-06,1,3,14615.47,Active,Independent Broker
POL-101855,2024-01-01,2024-12-31,1,1,11858.59,Active,Corporate Intermediary
POL-101856,2025-05-29,2026-05-29,4,7,212383.53,Lapsed,Independent Broker
POL-101857,2024-05-26,2025-05-26,5,1,123448.63,Lapsed,Direct Digital
POL-101858,2024-02-02,2025-02-01,3,2,71349.96,Active,Independent Broker
POL-101859,2025-02-12,2026-02-12,1,1,24691.18,Active,Direct Digital
POL-101860,2025-03-22,2026-03-22,4,2,272073.16,Active,Corporate Intermediary
POL-101861,2024-09-13,2025-09-13,1,2,18690.25,Active,Direct Digital
POL-101862,2025-04-17,2026-04-17,3,1,86363.98,Active,Independent Broker
POL-101863,2024-05-21,2025-05-21,3,2,123907.74,Active,Independent Broker
POL-101864,2025-01-01,2026-01-01,2,2,13101.83,Active,Independent Broker
POL-101865,2024-01-29,2025-01-28,3,1,154984.03,Active,Corporate Intermediary
POL-101866,2024-11-05,2025-11-05,1,3,18000.19,Active,Independent Broker
POL-101867,2024-10-27,2025-10-27,1,7,23459.76,Active,Independent Broker
POL-101868,2025-04-18,2026-04-18,5,3,128237.53,Active,Direct Digital
POL-101869,2024-04-19,2025-04-19,2,3,8544.11,Active,Independent Broker
POL-101870,2024-12-05,2025-12-05,1,1,21743.76,Active,Independent Broker
POL-101871,2024-02-24,2025-02-23,4,1,201484.69,Active,Affinity Partner
POL-101872,2024-05-19,2025-05-19,1,5,20090.56,Active,Independent Broker
POL-101873,2024-01-07,2025-01-06,3,4,123157.41,Active,Direct Digital
POL-101874,2024-05-03,2025-05-03,3,1,71170.32,Active,Direct Digital
POL-101875,2025-06-01,2026-06-01,2,2,7968.01,Active,Independent Broker
POL-101876,2024-07-07,2025-07-07,1,3,13868.45,Active,Independent Broker
POL-101877,2024-05-06,2025-05-06,2,1,15979.52,Active,Corporate Intermediary
POL-101878,2024-09-03,2025-09-03,1,3,21763.3,Active,Independent Broker
POL-101879,2024-10-23,2025-10-23,2,4,8580.27,Active,Independent Broker
POL-101880,2024-10-08,2025-10-08,2,2,16827.61,Active,Independent Broker
POL-101881,2025-03-11,2026-03-11,1,1,14248.12,Active,Independent Broker
POL-101882,2024-11-06,2025-11-06,1,4,20266.93,Active,Independent Broker
POL-101883,2024-12-29,2025-12-29,1,2,24071.76,Active,Direct Digital
POL-101884,2024-06-11,2025-06-11,2,3,19010.59,Active,Independent Broker
POL-101885,2025-06-21,2026-06-21,2,3,8066.17,Active,Independent Broker
POL-101886,2024-12-13,2025-12-13,2,6,19049.56,Active,Corporate Intermediary
POL-101887,2024-11-06,2025-11-06,2,1,19843.01,Active,Independent Broker
POL-101888,2025-04-28,2026-04-28,4,4,119191.76,Active,Independent Broker
POL-101889,2025-06-22,2026-06-22,1,1,21043.41,Active,Independent Broker
POL-101890,2025-02-17,2026-02-17,1,1,10084.16,Active,Direct Digital
POL-101891,2024-04-18,2025-04-18,3,5,98216.73,Active,Affinity Partner
POL-101892,2024-08-30,2025-08-30,1,1,21541.88,Active,Affinity Partner
POL-101893,2024-03-06,2025-03-06,1,4,13707.94,Active,Independent Broker
POL-101894,2025-03-28,2026-03-28,5,2,153110.66,Active,Affinity Partner
POL-101895,2024-11-24,2025-11-24,1,5,16971.96,Active,Independent Broker
POL-101896,2024-07-23,2025-07-23,1,1,17654.09,Active,Direct Digital
POL-101897,2024-06-14,2025-06-14,2,3,18359.68,Active,Independent Broker
POL-101898,2024-04-08,2025-04-08,1,1,22884.15,Lapsed,Independent Broker
POL-101899,2025-02-21,2026-02-21,3,3,144009.96,Active,Independent Broker
POL-101900,2025-06-24,2026-06-24,3,1,140223.54,Active,Independent Broker
POL-101901,2024-12-26,2025-12-26,2,4,19616.63,Active,Corporate Intermediary
POL-101902,2025-03-25,2026-03-25,2,4,12390.43,Active,Direct Digital
POL-101903,2025-06-13,2026-06-13,2,1,8827.4,Active,Independent Broker
POL-101904,2024-12-04,2025-12-04,1,1,23069.78,Active,Corporate Intermediary
POL-101905,2025-02-03,2026-02-03,5,2,61551.98,Active,Affinity Partner
POL-101906,2024-03-17,2025-03-17,3,3,70485.01,Active,Independent Broker
POL-101907,2024-11-15,2025-11-15,2,4,7981.75,Active,Direct Digital
POL-101908,2025-04-27,2026-04-27,1,4,10091.64,Active,Direct Digital
POL-101909,2024-12-08,2025-12-08,5,1,73679.07,Active,Independent Broker
POL-101910,2024-03-04,2025-03-04,1,3,10795.76,Lapsed,Affinity Partner
POL-101911,2024-02-06,2025-02-05,2,1,20308.73,Active,Independent Broker
POL-101912,2024-03-23,2025-03-23,3,2,153698.88,Active,Direct Digital
POL-101913,2024-02-06,2025-02-05,3,3,68578.91,Active,Independent Broker
POL-101914,2024-08-21,2025-08-21,1,1,10032.2,Active,Direct Digital
POL-101915,2025-01-23,2026-01-23,4,5,255791.27,Active,Direct Digital
POL-101916,2025-01-21,2026-01-21,4,1,180281.07,Active,Direct Digital
POL-101917,2025-03-24,2026-03-24,1,4,25713.57,Active,Direct Digital
POL-101918,2025-03-23,2026-03-23,1,1,13405.35,Active,Direct Digital
POL-101919,2024-02-16,2025-02-15,1,6,13698.73,Active,Direct Digital
POL-101920,2025-03-25,2026-03-25,1,1,10317.0,Active,Independent Broker
POL-101921,2024-09-07,2025-09-07,2,1,15564.51,Active,Direct Digital
POL-101922,2024-03-19,2025-03-19,1,1,24989.27,Active,Independent Broker
POL-101923,2024-12-31,2025-12-31,1,2,21295.4,Lapsed,Corporate Intermediary
POL-101924,2024-10-26,2025-10-26,4,1,204076.83,Active,Independent Broker
POL-101925,2025-05-30,2026-05-30,1,1,15284.82,Active,Affinity Partner
POL-101926,2025-05-12,2026-05-12,2,1,10009.06,Active,Affinity Partner
POL-101927,2024-08-24,2025-08-24,2,6,14830.93,Active,Independent Broker
